Win_Percentage,home_odds,venue_capacity,Recent_Performance,Opponent_Strength,Venue_Density,Predicted_Is_Value_Bet
0.5633323382780023,2.599413930113251,17393.0,0.5313993007122257,9.509311103554364,1829.04923201531,1
0.680621349507372,2.9388732625071494,32702.0,0.5798487097572168,2.1694250658615797,15074.032950282875,1
0.5873761453854489,2.4033590636499502,23717.0,0.6872185095236713,3.2059615135565345,7397.778327011549,1
0.4491719727381108,3.1449775771315256,16284.0,0.4247348484159797,6.036238321003264,2697.7061600820507,1
0.5972753128952215,2.4250957395076767,58000.0,0.6073776938526547,4.432333188435148,13085.655894660125,1
0.5769932943338038,2.9857123814131983,62500.0,0.5386853304657337,9.044430759505461,6910.329102136698,1
0.42263237273622506,2.893462485366821,13602.0,0.4348548354348886,3.2085183486356788,4239.338623837135,1
0.4029154256363103,3.461693726767202,22467.0,0.41189787435941677,2.9089173441076257,7723.489401312928,1
0.6951544890187766,3.1520317412012275,29564.0,0.8248471138882364,3.4314539286727457,8615.587444546467,1
0.686942043587498,1.6025600268566385,30311.0,0.5610314340898196,6.675097122914185,4540.907031156414,1
0.44331578336045596,2.0254998544031446,54057.0,0.493868019255098,5.427034072151315,9960.687425329541,0
0.4984592370445836,1.7273770726401447,24148.0,0.5941719222906774,5.570385877618054,4335.066940687232,0
0.4792244364787942,3.424005755766007,27958.0,0.42700017256621703,6.087551029455028,4592.650685320363,1
0.5029663340975276,2.8922596783712606,41965.0,0.4319824424479213,7.626234509154137,5502.714930535176,1
0.43216145649833526,2.142126411179,11767.0,0.5073770227281992,7.6682530524886925,1534.5083665011177,1
0.5556735000253036,1.5911254149748992,17810.0,0.4650984531598807,2.2658616148570667,7860.141159142376,0
0.6702559107878541,2.4599858484475057,32939.0,0.7226059626467213,8.051387301156149,4091.095692809908,1
0.5182303333581957,2.721058683154964,33000.0,0.5851273387365454,9.807411075470922,3364.8020238219106,1
0.601336620317367,1.6507435797230448,15500.0,0.5638925482995474,5.298819940343373,2925.179049170809,1
0.6926553724007662,2.9577746853116773,10522.0,0.7966505736267174,7.376641382905361,1426.3942121396171,1
0.43043019692946827,3.256836173895097,62850.0,0.4494362576623436,1.2962798959291737,48484.861728174394,1
0.5497567136334021,2.1648956459198483,40000.0,0.656542078493945,9.82193808317015,4072.515585902974,1
0.43639693289820247,1.9131257985423327,48649.0,0.42354383398786694,9.024556158149872,5390.735428615043,0
0.5033588518648374,1.9986292741392246,40423.0,0.5529431711994661,2.478163805781687,16311.667370019557,1
0.45727635128552485,2.654363383002325,30210.0,0.46875134765164395,4.157199084865487,7266.910272127902,1
0.6313607773136327,1.7994786457259084,75024.0,0.7406228109930799,1.0586332010204231,70868.67203769156,1
0.566475247102409,2.254440070765984,40569.0,0.528031895561626,6.103981274540897,6646.316810127261,1
0.5902726475920376,2.6261018350533996,34624.0,0.5781599165936906,6.465011990228488,5355.596354149988,1
0.4907471224159301,1.6778994245864776,67394.0,0.39467314941121906,9.98192113628647,6751.605460335948,0
